Fiscal Year Ending,Department/Agency,Merchant Name,Transaction Date,Transaction Amount
2018,Police,AMERICAN AIRLINES,10/23/2017,371.80
2018,Police,EXPEDIA 7304098625112,10/23/2017,39.00
2018,Police,WASH ME EXPRESS- NASHV,10/23/2017,18.00
2018,Finance,BREAD & CO CATERING,10/23/2017,190.04
2018,Tennessee State Fair,SHERWIN WILLIAMS 70387,10/23/2017,143.28
2018,Mayor's Office,SAMSCLUB.COM,10/23/2017,66.07
2018,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,10/23/2017,318.81
2018,Tennessee State Fair,SHERWIN WILLIAMS 70387,10/23/2017,-15.68
2018,Public Works,ORBITZ 7304094712454,10/23/2017,725.32
2018,Metro Action Commission,ENTERPRISE RENT-A-CAR,10/23/2017,73.13
2018,Police,NEW YORK TIMES DIGITAL,10/23/2017,15.00
2018,Water Services,HYATT PLACE,10/23/2017,123.63
2018,Public Works,AMERICAN AIRLINES,10/23/2017,105.80
2018,Mayor's Office,SOUTHWEST AIRLINES,10/23/2017,399.96
2018,General Services,ENTERPRISE RENT-A-CAR,10/23/2017,384.89
2018,Health,URBAN LAND INSTITUTE,10/23/2017,560.00
2018,Public Works,DELTA,10/23/2017,148.80
2018,Sheriff,ETS CONFERENCES,10/23/2017,250.00
2018,Police,EXPEDIA 7304098625112,10/23/2017,4.56
2018,Health,HOLIDAY INNS,10/23/2017,332.22
2018,Health,HOLIDAY INNS,10/23/2017,332.22
2018,Human Resources,PUBLIX #1211,10/23/2017,108.95
2018,Planning,USPS PO 4761630296,10/23/2017,72.00
2018,Water Services,KING&PRINCE BEACH RESO,10/20/2017,549.24
2018,Police,CAZADORES INC,10/20/2017,23.90
2018,Parks and Recreation,BARCODESINC,10/20/2017,157.48
2018,Sheriff,ENTERPRISE RENT-A-CAR,10/20/2017,173.04
2018,Police,TAXI SVC WASHINGTON,10/20/2017,10.26
2018,Sheriff,HILTON,10/20/2017,320.16
2018,Police,SUNOCO 0374638501  QPS,10/20/2017,52.33
2018,General Services,DOUBLETREE,10/20/2017,437.63
2018,Public Works,ARBOR DAY FOUNDATION,10/20/2017,597.00
2018,Arts Commission,URBAN COOKHOUSE MIDTOW,10/20/2017,175.68
2018,Police,HAMPTON INN HOTELS,10/20/2017,135.13
2018,Parks and Recreation,DOLLAR TREE,10/20/2017,80.00
2018,Parks and Recreation,ANC ANCESTRY.COM,10/20/2017,389.00
2018,Police,SQUARE  SQ  DC VIP CAB,10/20/2017,17.57
2018,Library,WEST END LOCK CO,10/20/2017,15.60
2018,Water Services,OMNI HOTELS,10/20/2017,-284.05
2018,General Sessions Court,SHELL OIL 910027384QPS,10/20/2017,77.40
2018,Sheriff,THE COOKERY,10/20/2017,115.46
2018,Police,MCDONALD'S F1696,10/20/2017,12.47
2018,General Services,COREXCEL,10/20/2017,414.75
2018,Community Education,OFFICE DEPOT #22,10/20/2017,44.14
2018,Social Services,WAL-MART #0695,10/20/2017,2135.34
2018,Police,TAXI SVC WASHINGTON,10/20/2017,23.26
2018,Parks and Recreation,REGAL PLASTIC / REGAL,10/20/2017,53.00
2018,Social Services,WAL-MART #0695,10/20/2017,41.98
2018,Public Works,AMERICAN AIRLINES,10/20/2017,444.60
2018,Sheriff,AUDIBLE,10/20/2017,16.37
2018,Police,POLICE EXECUTIVE RESEA,10/20/2017,250.00
2018,Parks and Recreation,WM SUPERCENTER #688,10/20/2017,52.23
2018,Police,POLICE EXECUTIVE RESEA,10/20/2017,250.00
2018,Metro Action Commission,EXCHANGE PRESS,10/20/2017,68.00
2018,Police,WAL-MART #0659,10/20/2017,671.08
2018,Water Services,SKILLPATH NATIONAL,10/20/2017,349.00
2018,Parks and Recreation,WAL-MART #0659,10/20/2017,98.24
2018,Farmers Market,SQU SQ  SWAFFORD FARM,10/19/2017,30.00
2018,Library,AMER LIB ASSOC-CAREER,10/19/2017,230.00
2018,Library,PURE ESSENTIAL SUPPL,10/19/2017,10.95
2018,Sheriff,ALLIED BEARINGS AND SU,10/19/2017,30.80
2018,Police,SQU SQ  GRAND CAB COMP,10/19/2017,19.73
2018,Water Services,TECHNICAL ASSOCIATES,10/19/2017,1795.00
2018,Police,5-353- NESHMNY FALLS,10/19/2017,38.25
2018,Police,TACO BELL 033035,10/19/2017,12.79
2018,Parks and Recreation,NASHVILLE CASH AND CAR,10/19/2017,25.00
2018,Parks and Recreation,AUTOZONE #0068,10/19/2017,3.49
2018,Sheriff,ETS CONFERENCES,10/19/2017,250.00
2018,Legal,ALAMO RENT-A-CAR,10/19/2017,356.68
2018,Police,KROGER FUEL #6299,10/19/2017,46.10
2018,Library,HOMEDEPOT.COM,10/19/2017,32.11
2018,General Services,DOUBLETREE,10/19/2017,192.56
2018,Planning,TLF REBEL HILL FLORIST,10/19/2017,139.95
2018,Sheriff,MYTHICS INC,10/18/2017,3004.31
2018,Police,MCDONALD'S F14075,10/18/2017,9.95
2018,Library,SANDERS INDUSTRIAL SUP,10/18/2017,38.22
2018,Register of Deeds,LIGHT BULB DEPOT 07,10/18/2017,81.25
2018,Information Technology Services,IBT IIS FINGERPRINT CO,10/18/2017,32.65
2018,Information Technology Services,DOMAIN NAME REGISTRATI,10/18/2017,49.58
2018,Tennessee State Fair,FP MAILING SOLUTIONS,10/18/2017,412.50
2018,Community Education,AMAZON MKTPLACE PMTS,10/18/2017,49.08
2018,Library,THE HOME DEPOT #0733,10/18/2017,59.88
2018,Nashville Career Advancement Center,NASHVILLE CASH AND CAR,10/18/2017,33.48
2018,Sheriff,GAN TENNNEWSPAPERSCIRC,10/18/2017,29.00
2018,Police,MISSOURI SPINE INSTI,10/18/2017,600.00
2018,Parks and Recreation,SAMS CLUB #8294,10/18/2017,151.46
2018,Office of Emergency Management,SOUTHWEST AIRLINES,10/18/2017,258.60
2018,Police,JOHN E. REID AND ASSOC,10/18/2017,650.00
2018,Police,MISSOURI SPINE INSTI,10/18/2017,600.00
2018,Sheriff,THE COOKERY,10/18/2017,44.25
2018,Tennessee State Fair,EMPIRE INDUSTRIES,10/18/2017,979.00
2018,Health,PETSMART # 0650,10/18/2017,268.53
2018,Emergency Communications Center,USPS PO 4761320125,10/18/2017,11.55
2018,Parks and Recreation,WAL-MART #0688,10/18/2017,513.00
2018,Justice Integration Services,WALMART.COM,10/17/2017,114.67
2018,Parks and Recreation,ACTION BOLT AND SCREW,10/17/2017,63.00
2018,Arts Commission,URBAN COOKHOUSE MIDTOW,10/17/2017,98.25
2018,Police,MISTER CAR WASH #84QPS,10/17/2017,17.00
2018,Water Services,INT IN  DENNEY MECHANI,10/17/2017,119.25
2018,Metro Action Commission,HAMPTON INN HOTELS,10/17/2017,251.32
2018,Public Works,TN ASSOC PROF SURVEYOR,10/17/2017,215.00
2018,Planning,PLAZA ARTIST MATER,10/17/2017,5.79
2018,Police,HERMITAGE AUTO WASHQPS,10/17/2017,14.96
2018,Library,CRICUT,10/17/2017,399.99
2018,Metro Action Commission,HAMPTON INN HOTELS,10/17/2017,753.96
2018,Juvenile Court Judge,"OTC BRANDS,  INC.",10/17/2017,196.68
2018,Water Services,IR INDUSTRIAL,10/16/2017,750.00
2018,Sheriff,ETS CONFERENCES,10/16/2017,250.00
2018,Sheriff,ETS CONFERENCES,10/16/2017,250.00
2018,Juvenile Court Judge,DEALS,10/16/2017,19.12
2018,Police,SOUTHWEST AIRLINES,10/16/2017,493.96
2018,Assessor of Property,SOUTHWEST AIRLINES,10/16/2017,-393.96
2018,Information Technology Services,IBT IIS FINGERPRINT CO,10/16/2017,30.15
2018,Police,MISTER CAR WASH #84QPS,10/16/2017,13.00
2018,State Trial Courts,SQU SQ  TIME IN SHOP,10/16/2017,200.00
2018,Police,SOUTHWEST AIRLINES,10/16/2017,483.96
2018,Sheriff,ETS CONFERENCES,10/16/2017,250.00
2018,Police,CHAMPION CAR WASH,10/16/2017,15.00
2018,Tennessee State Fair,THE HOME DEPOT #0732,10/16/2017,68.80
2018,Tennessee State Fair,H G LIPSCOMB AND CO,10/16/2017,102.00
2018,Water Services,DELTA,10/16/2017,25.00
2018,Police,CALEA INC.,10/16/2017,85.00
2018,Metro Action Commission,HILTON,10/16/2017,-187.16
2018,Sheriff,HSW HOSTWAY.COM,10/16/2017,14.95
2018,Emergency Communications Center,USPS PO 4761670292,10/16/2017,6.59
2018,Library,INTERCONTINENTAL HOTELS,10/16/2017,577.21
2018,Emergency Communications Center,DKC DIGI KEY CORP,10/16/2017,372.08
2018,Health,AMERICAN AIRLINES,10/16/2017,684.60
2018,Office of Family Safety,TARGET        00006957,10/16/2017,39.15
2018,Police,SOUTHWEST AIRLINES,10/16/2017,389.96
2018,Parks and Recreation,AUTOZONE #0068,10/16/2017,81.99
2018,Health,AGENT FEE 89007254415181,10/16/2017,35.00
2018,Library,INTERCONTINENTAL HOTELS,10/16/2017,397.68
2018,Sheriff,MARRIOTT,10/16/2017,837.00
2018,Tennessee State Fair,SMK SURVEYMONKEY.COM,10/16/2017,360.00
2018,District Attorney,AGENT FEE 89007137577934,10/16/2017,10.00
2018,Police,SOUTHWEST AIRLINES,10/16/2017,424.96
2018,Police,SOUTHWEST AIRLINES,10/16/2017,424.96
2018,Public Works,AMERICAN AIRLINES,10/16/2017,256.41
2018,Sheriff,ETS CONFERENCES,10/16/2017,250.00
2018,Sheriff,ETS CONFERENCES,10/16/2017,250.00
2018,Library,SMARTSIGN,10/13/2017,14.94
2018,Water Services,AMER SOC CIVIL ENGINEE,10/13/2017,270.00
2018,Tennessee State Fair,THE HOME DEPOT #0732,10/13/2017,166.32
2018,Emergency Communications Center,USPS PO 4761670292,10/13/2017,23.85
2018,Arts Commission,CHAUHAN ALE MASALA HOU,10/13/2017,189.60
2018,Police,SOUTHWEST AIRLINES,10/13/2017,438.96
2018,Social Services,WAL-MART #0695,10/13/2017,1680.37
2018,Human Resources,PAYPAL  EDUCATORS,10/13/2017,169.00
2018,Police,SOUTHWEST AIRLINES,10/13/2017,486.96
2018,Metro Action Commission,WHOLEFDS GHL 10241,10/13/2017,295.21
2018,Social Services,WAL-MART #695,10/13/2017,76.42
2018,Police,SOUTHWEST AIRLINES,10/13/2017,471.97
2018,Public Works,L2G C I LAND SURVEYORS,10/13/2017,280.00
2018,Planning,SQU SQ  DOZEN BAKERY,10/13/2017,36.00
2018,Information Technology Services,LA HACIENDA MARKET,10/13/2017,26.10
2018,Tennessee State Fair,NORTHERN TOOL EQUIP,10/13/2017,158.70
2018,Library,AMER LIB ASSOC-IMIS,10/13/2017,379.00
2018,Metro Action Commission,BEAU RIVAGE HOTEL AND CASINO,10/13/2017,-177.58
2018,Health,WAL-MART #5058,10/13/2017,99.97
2018,Police,SOUTHWEST AIRLINES,10/13/2017,486.96
2018,Sheriff,MTAADAC,10/12/2017,400.00
2018,Police,MISTER CAR WASH #84QPS,10/12/2017,7.00
2018,Internal Audit,ACFE,10/12/2017,195.00
2018,Nashville Career Advancement Center,PAYPAL  TNLATINAMER,10/12/2017,20.00
2018,General Sessions Court,CHROMATICS,10/12/2017,209.56
2018,Police,ACT CI TECHNOLOGIES,10/12/2017,80.00
2018,General Sessions Court,MICHAELS STORES 9607,10/12/2017,66.23
2018,Water Services,AMERICAN AIRLINES,10/12/2017,132.20
2018,Fire Department,SQ  SQ  TN FIRE SAFETY,10/12/2017,2200.00
2018,Police,ACT CI TECHNOLOGIES,10/12/2017,80.00
2018,Parks and Recreation,JASON'S DELI - WSE,10/12/2017,205.75
2018,Sheriff,BESTBUYCOM804836075048,10/12/2017,60.97
2018,Water Services,AMERICAN AIRLINES,10/12/2017,132.20
2018,Information Technology Services,KRISPY KREME DOUGH,10/12/2017,72.42
2018,Water Services,SOUTHWEST AIRLINES,10/12/2017,265.96
2018,Water Services,UT WATER RESOURCE RESE,10/12/2017,650.00
2018,Metro Action Commission,SOUTHWEST AIRLINES,10/11/2017,74.98
2018,Metro Action Commission,AMERICAN AIRLINES,10/11/2017,239.30
2018,Water Services,VOLUNTEER OIL SERVICEL,10/11/2017,118.00
2018,Information Technology Services,IBT IIS FINGERPRINT CO,10/11/2017,32.65
2018,Sheriff,FREDPRYOR CAREERTRACK,10/11/2017,128.00
2018,Tennessee State Fair,AMERICORE TEXTILES COM,10/11/2017,300.00
2018,Public Works,L2G C I LAND SURVEYORS,10/11/2017,280.00
2018,Metro Action Commission,COMMUNITY ACTION PARTN,10/11/2017,-100.00
2018,Metro Action Commission,AMERICAN AIRLINES,10/11/2017,8.52
2018,Parks and Recreation,WAL-MART #3717,10/11/2017,140.64
2018,Metro Action Commission,PAYPAL  NORTHCAROLI,10/11/2017,549.00
2018,Metro Action Commission,BEAU RIVAGE HOTEL AND CASINO,10/11/2017,88.48
2018,Tennessee State Fair,EMPIRE INDUSTRIES,10/11/2017,800.00
2018,Library,SOUTHWEST AIRLINES,10/11/2017,228.95
2018,Library,ACRL,10/11/2017,620.00
2018,Police,WASH ME EXPRESS- NASHV,10/11/2017,18.00
2018,Library,EB TENN-SHARE FALL CO,10/10/2017,32.64
2018,Juvenile Court Judge,PAPA JOHN'S #00460,10/10/2017,22.00
2018,Tennessee State Fair,METAL SUPERMARKETS,10/10/2017,89.11
2018,Metro Action Commission,DELTA,10/10/2017,326.20
2018,Human Resources,PUBLIX #1426,10/10/2017,34.10
2018,Information Technology Services,CATERING AND EVENTS BY,10/10/2017,563.85
2018,Library,AMAZON MKTPLACE PMTS,10/10/2017,152.50
2018,Metro Action Commission,DELTA,10/10/2017,169.80
2018,Water Services,HOLIDAY INNS,10/10/2017,2048.41
2018,Information Technology Services,DOMAIN NAME REGISTRATI,10/10/2017,11.10
2018,Library,AMAZON MKTPLACE PMTS,10/10/2017,-49.00
2018,Community Education,AMAZONPRIME MEMBERSHIP,10/10/2017,99.00
2018,Water Services,FEDEX 95873796,10/09/2017,6.92
2018,Police,EXPEDIA 7301137749745,10/09/2017,20.00
2018,Library,THE HOME DEPOT #0733,10/09/2017,68.83
2018,Water Services,UAF-UNIV OF AR PAYMENT,10/09/2017,64.80
2018,Public Defender,NLADA,10/09/2017,225.00
2018,Police,COMCAST,10/09/2017,156.23
2018,Information Technology Services,KROGER #578,10/09/2017,27.96
2018,Water Services,NAPA PARTS 0029913,10/09/2017,-38.70
2018,Police,TRACTOR-SUPPLY-CO #026,10/09/2017,-483.68
2018,Emergency Communications Center,MARRIOTT,10/09/2017,0.05
2018,Mayor's Office,SOUTHWEST AIRLINES,10/09/2017,60.00
2018,Water Services,NAPA PARTS 0029913,10/09/2017,361.45
2018,General Sessions Court,STAPLES       00110502,10/09/2017,32.06
2018,Metro Council Staff,SOUTHWEST AIRLINES,10/09/2017,167.47
2018,Health,HOLIDAY INNS,10/09/2017,339.87
2018,Health,HOLIDAY INNS,10/09/2017,339.87
2018,Planning,NAMIFY LLC,10/09/2017,39.56
2018,Sheriff,FRAME USA MOTO,10/09/2017,407.54
2018,Community Education,PAYPAL  NEWMOMLGR,10/09/2017,250.00
2018,Planning,USPS PO 4761630296,10/09/2017,59.85
2018,District Attorney,AGENT FEE 89086766322772,10/09/2017,28.00
2018,Water Services,INTERNATIONAL RIGHT OF,10/09/2017,267.00
2018,Water Services,SUNOCO 0201521200  QPS,10/09/2017,300.00
2018,Water Services,TIRES PLUS 231844,10/09/2017,168.23
2018,Sheriff,EPOCH DESIGN,10/09/2017,36.00
2018,Sheriff,AMAZON MKTPLACE PMTS,10/09/2017,177.20
2018,Water Services,WAL-MART #1079,10/09/2017,18.90
2018,Community Education,AMAZON.COM,10/09/2017,55.25
2018,Police,AMAZON.COM,10/09/2017,17.58
2018,Police,PRO H2O AUTO WASH,10/09/2017,8.00
2018,Sheriff,SOUTHWEST AIRLINES,10/09/2017,852.00
2018,Police,TRADEWINDS ISLAND RESO,10/09/2017,197.75
2018,Farmers Market,KROGER #895,10/09/2017,23.93
2018,Library,LOWES #00390,10/09/2017,41.33
2018,Emergency Communications Center,MARRIOTT,10/09/2017,-14.95
2018,Library,SOUTHWEST AIRLINES,10/09/2017,668.96
2018,Emergency Communications Center,MARRIOTT,10/09/2017,-14.95
2018,Police,DELTA,10/09/2017,280.60
2018,Emergency Communications Center,MARRIOTT,10/09/2017,-14.95
2018,Information Technology Services,SHERATON,10/09/2017,783.38
2018,Sheriff,TBIRDEXECINN  16164386,10/09/2017,679.50
2018,Water Services,SONNY'S BBQ #91    QPS,10/09/2017,193.74
2018,Water Services,YRC INC.,10/09/2017,245.72
2018,Water Services,NORTHERN TOOL EQUIP,10/09/2017,169.92
2018,Sheriff,SOUTHWEST AIRLINES,10/09/2017,-426.00
2018,Water Services,QT 743        07007438,10/09/2017,200.00
2018,Metro Council Staff,SOUTHWEST AIRLINES,10/09/2017,183.96
2018,Mayor's Office,SOUTHWEST AIRLINES,10/09/2017,350.92
2018,District Attorney,DELTA,10/09/2017,752.40
2018,Sheriff,SOUTHWEST AIRLINES,10/09/2017,-426.00
2018,Information Technology Services,NATHAN'S AS4 MCO,10/09/2017,12.90
2018,Parks and Recreation,BEST BUY      00001701,10/09/2017,953.91
2018,Water Services,ISLAND TIRE,10/09/2017,293.48
2018,Information Technology Services,COFFEE BEANERY/PURPLE,10/09/2017,7.13
2018,Information Technology Services,SOUTHWEST AIRLINES,10/06/2017,761.96
2018,Water Services,HALLMARK BUSINESS CONN,10/06/2017,79.21
2018,Water Services,HYATT HOTELS,10/06/2017,1017.78
2018,Human Resources,PANERA BREAD #601143,10/06/2017,116.55
2018,Human Resources,CARROT TOP IND00 OF 00,10/06/2017,27.95
2018,General Sessions Court,WHITT S BARBECUE CHARL,10/06/2017,80.02
2018,Police,TRACTOR-SUPPLY-CO #026,10/06/2017,782.38
2018,Public Defender,USPS PO 4761660297,10/06/2017,6.69
2018,Public Works,CROWNE PLAZA HOTELS,10/06/2017,37.70
2018,Information Technology Services,SHERATON DOLPHIN DININ,10/06/2017,79.60
2018,Historical Commission,PP TENNESSEEPR,10/06/2017,885.00
2018,Metro Action Commission,DOLLAR TREE ECOMM,10/06/2017,12.00
2018,General Services,HOTEL JULIEN DUBUQUE,10/06/2017,-17.84
2018,Parks and Recreation,DRAMATICPUBLISHING.COM,10/06/2017,150.70
2018,Community Education,BELMONT UNIVERSITY,10/06/2017,100.00
2018,Public Works,CROWNE PLAZA HOTELS,10/06/2017,53.24
2018,Public Defender,USPS PO 4761660297,10/06/2017,1.43
2018,Police,WM SUPERCENTER #710,10/06/2017,55.39
2018,Trustee,BLR/HCPRO,10/06/2017,397.00
2018,General Services,HOTEL JULIEN DUBUQUE,10/06/2017,223.90
2018,General Services,HOTEL JULIEN DUBUQUE,10/06/2017,2.14
2018,Police,CAMEL EXPRESS CAR WASH,10/06/2017,20.00
2018,Tennessee State Fair,TRIGREEN EQUIPMENT 03,10/06/2017,176.12
2018,Metro Action Commission,FEDEXOFFICE   00021931,10/06/2017,166.02
2018,Parks and Recreation,NEWKS - WEST END,10/06/2017,182.13
2018,Information Technology Services,DELTA,10/06/2017,60.00
2018,Police,SOUTHWEST AIRLINES,10/06/2017,453.96
2018,Police,MISTER CAR WASH #84QPS,10/06/2017,17.00
2018,Police,MISTER CAR WASH #84QPS,10/06/2017,17.00
2018,General Services,HOTEL JULIEN DUBUQUE,10/06/2017,241.74
2018,Public Defender,USPS PO 4761660297,10/06/2017,0.72
2018,Police,MISTER CAR WASH #84QPS,10/06/2017,13.00
2018,Police,MISTER CAR WASH #84QPS,10/06/2017,7.00
2018,Sheriff,CHICK-FIL-A #01854,10/06/2017,237.30
2018,Internal Audit,ISACA,10/06/2017,225.00
2018,Public Defender,USPS PO 4761660297,10/06/2017,10.76
2018,Health,BUREAU OF EDUCATION AN,10/06/2017,259.00
2018,Sheriff,ADOBE  CREATIVE CLOUD,10/05/2017,49.99
2018,Police,SOUTHWEST AIRLINES,10/05/2017,542.96
2018,Sheriff,PROGRESSIVE BUSINESS C,10/05/2017,199.00
2018,Parks and Recreation,THIRD AVENUE INDUSTRIA,10/05/2017,49.40
2018,Farmers Market,SQU SQ  SWAFFORD FARM,10/05/2017,10.00
2018,Health,EB 2018 TSPN SPRING S,10/05/2017,107.48
2018,District Attorney,THE HOME DEPOT #0778,10/05/2017,75.15
2018,Parks and Recreation,WAL-MART #0659,10/05/2017,65.48
2018,General Sessions Court,OFFICE DEPOT #2260,10/05/2017,101.97
2018,General Sessions Court,PP NASHVILLEWPC,10/05/2017,20.00
2018,Tennessee State Fair,KRISPY KREME DOUGH,10/05/2017,17.38
2018,Police,WASH ME EXPRESS- NASHV,10/05/2017,12.00
2018,Police,HERMITAGE AUTO WASHQPS,10/05/2017,15.00
2018,Parks and Recreation,WAL-MART #0659,10/05/2017,8.67
2018,Sheriff,ADOBE,10/05/2017,38.23
2018,Tennessee State Fair,JERSEY MIKES SUBS#4Q85,10/05/2017,93.49
2018,Library,JOHNSTONE OF NASHVILLE,10/05/2017,6.76
2018,Information Technology Services,WESTIN SWAN DINING,10/05/2017,45.29
2018,Parks and Recreation,SAMS CLUB #8294,10/05/2017,398.42
2018,Sheriff,AUDIOCOMPLIANCE.COM,10/05/2017,179.00
2018,Sheriff,DRI BLUEMIC,10/05/2017,-13.38
2018,Emergency Communications Center,EXPRESS BY SUPERSHUTTL,10/05/2017,115.64
2018,Emergency Communications Center,EXPRESS BY SUPERSHUTTL,10/05/2017,115.64
2018,General Services,EB USGBC TN-IMPACT TE,10/05/2017,126.99
2018,Juvenile Court Judge,KROGER #880,10/04/2017,5.98
2018,Police,COMCAST,10/04/2017,116.28
2018,Mayor's Office,LEVENGER CATALOG&WEB,10/04/2017,40.31
2018,State Trial Courts,METRO COURTHOUSE PSG,10/04/2017,6.00
2018,Sheriff,ELECTRONIC EXPRESS 3,10/04/2017,405.98
2018,Library,LOWES #00629,10/04/2017,29.98
2018,Parks and Recreation,WM SUPERCENTER #5616,10/04/2017,52.05
2018,Human Resources,CARROT TOP IND00 OF 00,10/04/2017,399.04
2018,Trustee,NASHVILLE BAR ASSOCIAT,10/04/2017,175.00
2018,Sheriff,SOUTHWEST AIRLINES,10/04/2017,472.96
2018,Water Services,PAYPAL  TNSA,10/04/2017,180.00
2018,Public Works,VSCC CONTINUING EDUCAT,10/04/2017,199.00
2018,Police,DD/BR  #345186       Q,10/04/2017,13.93
2018,Public Works,RESOLUTION INCORPORATE,10/04/2017,190.00
2018,Parks and Recreation,SAMS CLUB #8294,10/04/2017,554.21
2018,Parks and Recreation,NASHVILLE DOOR CLOSER,10/04/2017,250.00
2018,Sheriff,MARRIOTT,10/04/2017,750.11
2018,Sheriff,DRI BLUEMIC,10/04/2017,158.07
2018,Parks and Recreation,PETSMART # 0650,10/04/2017,54.97
2018,Sheriff,TLO TRANSUNION,10/04/2017,50.00
2018,Police,COMCAST,10/04/2017,106.23
2018,Police,COMCAST,10/04/2017,106.23
2018,Sheriff,TSU FOUNDATION,10/03/2017,100.00
2018,District Attorney,GAN TENNNEWSPAPERSCIRC,10/03/2017,12.00
2018,Police,JOHN E. REID AND ASSOC,10/03/2017,650.00
2018,Water Services,K S SUPPLY CO,10/03/2017,111.60
2018,Police,MISTER CAR WASH #84QPS,10/03/2017,17.00
2018,Police,MISTER CAR WASH #84QPS,10/03/2017,7.00
2018,Police,WM SUPERCENTER #659,10/03/2017,18.31
2018,Information Technology Services,SHERATON DOLPHIN DININ,10/03/2017,34.00
2018,Arts Commission,HOTELS.COM142007865829,10/03/2017,289.82
2018,Sheriff,ORION HEALTHCARE TECHN,10/03/2017,2050.00
2018,Police,JOHN E. REID AND ASSOC,10/03/2017,325.00
2018,General Sessions Court,WHITE BRIDGE AUTO WASH,10/03/2017,27.90
2018,Sheriff,KROGER #502,10/03/2017,23.72
2018,Parks and Recreation,FORTERRA CONCRETE INDU,10/03/2017,386.56
2018,Sheriff,BAR-B CUTIE,10/03/2017,217.85
2018,Information Technology Services,IBT IIS FINGERPRINT CO,10/03/2017,32.65
2018,Tennessee State Fair,SHARE CORPORATION,10/03/2017,231.34
2018,Parks and Recreation,DEANIE S SEAFOOD,10/03/2017,38.64
2018,Parks and Recreation,DEANIE S SEAFOOD,10/03/2017,38.64
2018,Parks and Recreation,SAMS CLUB #8294,10/03/2017,170.08
2018,Arts Commission,WIX.COM 138194392,10/03/2017,168.00
2018,Parks and Recreation,DEANIE S SEAFOOD,10/03/2017,38.65
2018,Library,CHILTON TURF CENTER,10/03/2017,12.49
2018,Police,SAMSCLUB #6447,10/03/2017,133.95
2018,Police,NASHVILLE CASH AND CAR,10/03/2017,178.51
2018,Arts Commission,HOTELS.COM142008045866,10/03/2017,261.00
2018,Internal Audit,RENAISSANCE HOTELS,10/02/2017,441.68
2018,Police,SOUTHWEST AIRLINES,10/02/2017,308.95
2018,Metro Council Staff,NATIONAL LEAGUE OF,10/02/2017,3175.00
2018,Police,JOHN E. REID AND ASSOC,10/02/2017,325.00
2018,Tennessee State Fair,EMPIRE INDUSTRIES,10/02/2017,700.00
2018,Office of Family Safety,HILTON,10/02/2017,485.67
2018,Public Works,AMERICAN PUBLIC WORKS,10/02/2017,295.00
2018,Police,PRO H2O AUTO WASH,10/02/2017,8.00
2018,Police,JOHN E. REID AND ASSOC,10/02/2017,650.00
2018,Arts Commission,ALTERNATE ROOTS INC,10/02/2017,40.00
2018,Water Services,HONEYBAKED HAM #0203,10/02/2017,116.06
2018,Parks and Recreation,MOTHER'S RESTAURANT,10/02/2017,21.34
2018,Parks and Recreation,BATTERIES PLUS #0573,10/02/2017,16.99
2018,Internal Audit,MNAA AIRPORT PARK,10/02/2017,54.00
2018,Health,KROGER #502,10/02/2017,250.76
2018,Tennessee State Fair,BOSWELLS GOLF CARS,10/02/2017,14.00
2018,Public Works,TN ASSOC PROF SURVEYOR,10/02/2017,215.00
2018,Farmers Market,SQU SQ  DELVIN FARMS,10/02/2017,9.00
2018,Library,AMER LIB ASSOC-IMIS,10/02/2017,249.00
2018,Police,SOUTHWEST AIRLINES,10/02/2017,425.96
2018,Library,SOUTHWEST AIRLINES,10/02/2017,397.46
2018,Police,ENTERPRISE RENT-A-CAR,10/02/2017,771.97
2018,Parks and Recreation,TAXI SVC NEW ORLEANS,10/02/2017,20.70
2018,Farmers Market,SQ  SQ  WALNUT HILLS F,10/02/2017,20.00
